CHROMOSOME	START	END	STRAND	GENE_ID	GENE_NAME
1	167021788	167027779	+	ENSG00000227907.1_6	AL158837.1
1	167022073	167135716	-	ENSG00000143167.12_4	GPA33
1	167063312	167098402	+	ENSG00000198842.10_3	DUSP27
1	167131660	167132074	-	ENSG00000213068.3_5	AL451050.1
1	167144600	167165029	-	ENSG00000231605.6_7	LINC01363
1	167189068	167189749	-	ENSG00000272205.1_6	AL451050.2
1	167190113	167396582	+	ENSG00000143190.23_8	POU2F1
1	167348345	167350237	+	ENSG00000272033.1_7	AL136984.1
1	167399877	167487847	-	ENSG00000198821.10_4	CD247
1	167424432	167427883	+	ENSG00000287218.1_1	AL359962.3
1	167426620	167427898	-	ENSG00000233411.1_8	AL359962.1
1	167426979	167429128	-	ENSG00000273160.1_8	AL359962.2
1	167488773	167489823	+	ENSG00000227776.1_4	AKR1D1P1
1	167498354	167523042	-	ENSG00000143162.9_5	CREG1
1	167560629	167561083	+	ENSG00000231029.2_5	AL031733.1
1	167596622	167599911	-	ENSG00000241666.2_7	AL031733.2
1	167599330	167677933	+	ENSG00000198771.11_3	RCSD1
1	167690429	167761156	+	ENSG00000197965.12_5	MPZL1
1	167778623	167883453	-	ENSG00000143199.18_6	ADCY10
1	167789136	167789486	-	ENSG00000250762.1_6	Z99943.2
1	167789644	167790462	+	ENSG00000232194.1_6	Z99943.1
1	167885913	167906310	-	ENSG00000143158.11_4	MPC2
1	167905021	168045081	+	ENSG00000143164.15_3	DCAF6
1	168025139	168025660	-	ENSG00000224837.1_4	GCSHP5
1	168048781	168106905	-	ENSG00000143147.14_4	GPR161
1	168148200	168171347	+	ENSG00000143155.13_3	TIPRL
1	168179854	168180207	+	ENSG00000237049.1_4	RPL34P1
1	168184643	168184890	+	ENSG00000237131.1_5	AL021397.1
1	168195176	168222259	+	ENSG00000213064.10_3	SFT2D2
1	168214803	168216581	-	ENSG00000214262.4_2	ANKRD36BP1
1	168250115	168283664	+	ENSG00000143178.13_4	TBX19
1	168286735	168346114	+	ENSG00000227722.2_6	AL022100.1
1	168370067	168464923	-	ENSG00000228697.4_9	AL023755.1
1	168370721	168376512	-	ENSG00000283255.1_7	AL022100.2
1	168418910	168420449	-	ENSG00000215833.3_4	QRSL1P1
1	168510006	168513235	-	ENSG00000143185.4_4	XCL2
1	168511975	168512592	+	ENSG00000227777.1_5	AL031736.1
1	168545843	168551307	+	ENSG00000143184.5_3	XCL1
1	168547891	168548677	-	ENSG00000229757.2_5	AL031736.2
1	168664706	168698444	-	ENSG00000143196.5_5	DPT
1	168665112	169072514	-	ENSG00000285622.1_3	AL135926.1
1	168732603	168743728	-	ENSG00000235736.1_7	AL031275.1
1	168753250	168762124	+	ENSG00000225826.2_5	LINC00626
1	168867374	168867677	+	ENSG00000229612.1_4	SUMO1P2
1	168867871	168872074	+	ENSG00000287831.1_1	AL135926.2
1	168873143	169056243	-	ENSG00000203601.3_7	LINC00970
1	168907705	168908161	+	ENSG00000213063.3_4	RPL29P7
1	169028814	169031679	+	ENSG00000287282.1_1	AL031726.2
1	169036502	169036602	+	ENSG00000252987.1_1	RNA5SP66
1	169073362	169074145	+	ENSG00000237707.1_6	AL031726.1
1	169074935	169101960	+	ENSG00000143153.13_5	ATP1B1
1	169101769	169337186	-	ENSG00000143156.14_6	NME7
1	169279903	169291717	+	ENSG00000235575.1_6	Z99758.1
1	169337208	169365778	+	ENSG00000117475.14_3	BLZF1
1	169364108	169429907	-	ENSG00000117477.12_4	CCDC181
1	169433147	169455182	-	ENSG00000117479.15_7	SLC19A2
1	169443298	169443397	-	ENSG00000234604.2_6	AL021068.1
1	169455314	169469420	+	ENSG00000213062.5_6	Z99572.1
1	169481189	169555826	-	ENSG00000198734.12_4	F5
1	169558087	169599431	-	ENSG00000174175.17_8	SELP
1	169631245	169823221	+	ENSG00000000460.17_6	C1orf112
1	169659806	169680843	-	ENSG00000188404.10_5	SELL
1	169691781	169733846	-	ENSG00000007908.16_6	SELE
1	169732070	169733789	-	ENSG00000230704.1_8	AL021940.1
1	169761670	169764104	-	ENSG00000171806.12_5	METTL18
1	169818772	169863408	-	ENSG00000000457.14_6	SCYL3
1	169884145	169884339	-	ENSG00000288139.1_1	AL031297.1
1	169890467	170054349	-	ENSG00000075945.13_4	KIFAP3
1	169959208	169959337	+	ENSG00000235378.2_4	MRPS10P1
1	169993218	169993824	+	ENSG00000232959.1_6	AL356475.1
1	170084777	170085717	+	ENSG00000224896.2_4	SIGLEC30P
1	170115142	170136931	+	ENSG00000203740.3_2	METTL11B
1	170143006	170273499	+	ENSG00000233985.2_5	LINC01681
1	170180151	170180598	-	ENSG00000238051.1_4	ISCUP1
1	170240536	170253418	-	ENSG00000224286.6_6	LINC01142
1	170338364	170339508	-	ENSG00000226967.1_4	HAUS4P1
1	170429594	170501788	-	ENSG00000231407.6_8	GORAB-AS1
1	170501270	170522587	+	ENSG00000120370.12_4	GORAB
1	170556390	170557377	-	ENSG00000225545.1_7	AL162399.1
1	170567995	170616480	+	ENSG00000235303.1_6	AL023495.1
1	170631869	170708562	+	ENSG00000116132.12_4	PRRX1
1	170636522	170638566	+	ENSG00000271811.1_7	Z97200.1
1	170717714	171220996	-	ENSG00000231424.3_7	BX284613.2
1	170904612	171033906	+	ENSG00000117501.14_5	MROH9
1	171052706	171054346	+	ENSG00000226552.2_5	BX284613.1
1	171060042	171086959	+	ENSG00000007933.13_4	FMO3
1	171106879	171130707	+	ENSG00000117507.6_3	FMO6P
1	171154388	171181825	+	ENSG00000094963.14_3	FMO2
1	171168383	171196927	-	ENSG00000225243.5_7	AL021026.1
1	171217610	171255117	+	ENSG00000010932.17_3	FMO1
1	171240093	171240729	-	ENSG00000230547.1_4	HMGB1P11
1	171283322	171311223	+	ENSG00000076258.10_3	FMO4
1	171308438	171309098	+	ENSG00000285665.1_2	AL031274.1
1	171314244	171314446	-	ENSG00000268062.1_5	SRP14P4
1	171361368	171361929	+	ENSG00000239428.2_4	GM2AP2
1	171413838	171414102	-	ENSG00000234333.2_4	CYCSP53
1	171454690	171562650	+	ENSG00000117523.16_7	PRRC2C
1	171569761	171607939	+	ENSG00000283683.1_5	MYOCOS
1	171604557	171621828	-	ENSG00000034971.17_5	MYOC
1	171639657	171640079	-	ENSG00000233328.3_4	PFN1P1
1	171652268	171653578	-	ENSG00000230364.1_4	RPL4P3
1	171669300	171711214	-	ENSG00000117533.15_4	VAMP4
1	171720683	171721165	-	ENSG00000232261.1_6	Z98751.1
1	171724943	171725463	-	ENSG00000271459.1_5	Z98751.3
1	171731214	171731664	+	ENSG00000236741.4_5	Z98751.2
1	171750800	171783163	+	ENSG00000010165.20_4	EEF1AKNMT
1	171772657	171773079	+	ENSG00000213060.4_5	AL031864.1
1	171793750	171794099	-	ENSG00000224600.5_5	AL031864.2
1	171810638	172387606	+	ENSG00000197959.14_5	DNM3
1	171833327	171833827	+	ENSG00000233540.1_6	DNM3-IT1
1	172107537	172113980	-	ENSG00000230630.5_8	DNM3OS
1	172179851	172182639	-	ENSG00000287336.1_2	AL137157.1
1	172339329	172413226	-	ENSG00000135845.10_4	PIGC
1	172389825	172437971	+	ENSG00000180999.11_4	C1orf105
1	172501489	172580973	+	ENSG00000094975.14_4	SUCO
1	172628243	172636016	+	ENSG00000117560.8_3	FASLG
1	172717700	172718642	+	ENSG00000229785.1_4	SLC25A38P1
1	172721726	172722064	+	ENSG00000279061.1_5	Z98043.1
1	172745045	173033155	+	ENSG00000224228.2_7	AL031599.1
1	172855087	172855398	-	ENSG00000227177.1_4	AIMP1P2
1	172876040	172876824	+	ENSG00000224000.1_7	Z97198.1
1	173009100	173020103	-	ENSG00000120337.8_3	TNFSF18
1	173110239	173111489	-	ENSG00000230849.2_4	GOT2P2
1	173143439	173144642	-	ENSG00000226375.1_7	AL022310.1
1	173152870	173176470	-	ENSG00000117586.11_5	TNFSF4
1	173320828	173321143	+	ENSG00000232751.1_5	AL645568.3
1	173331536	173332872	-	ENSG00000231615.2_5	AL645568.2
1	173386932	173458546	-	ENSG00000203739.4_7	AL645568.1
1	173446469	173457954	+	ENSG00000117592.9_3	PRDX6
1	173469599	173572211	-	ENSG00000162753.13_5	SLC9C2
1	173524390	173581911	+	ENSG00000238272.1_6	AL139142.1
1	173565199	173638976	-	ENSG00000285777.1_3	AL139142.2
1	173577475	173638990	-	ENSG00000183831.7_5	ANKRD45
1	173604477	173606269	+	ENSG00000232113.3_5	TEX50
1	173684080	173755830	+	ENSG00000076321.11_4	KLHL20
1	173710813	173711067	+	ENSG00000225591.2_5	BX248409.1
1	173768688	173793858	-	ENSG00000120334.15_3	CENPL
1	173793791	173827946	+	ENSG00000117593.12_6	DARS2
1	173827697	173838020	-	ENSG00000234741.8_8	GAS5
1	173831611	173833079	+	ENSG00000270084.2_6	GAS5-AS1
1	173837220	173872687	+	ENSG00000185278.15_4	ZBTB37
1	173872942	173886516	-	ENSG00000117601.13_3	SERPINC1
1	173890208	173890338	+	ENSG00000252231.1_1	RNA5SP67
1	173900222	173991495	-	ENSG00000135870.12_7	RC3H1
1	173938456	173938574	-	ENSG00000200755.1_1	RNA5SP68
1	173978405	173985344	-	ENSG00000236535.1_7	RC3H1-IT1
1	173991647	173992123	+	ENSG00000224977.1_7	LINC02776
1	174059274	174059612	-	ENSG00000225713.5_4	RPL30P1
1	174079406	174129303	-	ENSG00000227373.6_8	RABGAP1L-DT
1	174128548	174964445	+	ENSG00000152061.23_4	RABGAP1L
1	174336243	174337177	-	ENSG00000237317.2_5	AL022400.1
1	174417102	174418683	+	ENSG00000203737.5_5	GPR52
1	174725988	174726257	-	ENSG00000223828.1_4	BANF1P4
1	174818805	174819306	-	ENSG00000231378.1_4	NDUFAF4P4
1	174861554	174862292	+	ENSG00000237249.1_5	Z99127.3
1	174866095	174867133	+	ENSG00000223525.1_6	RABGAP1L-IT1
1	174891244	174891577	-	ENSG00000235869.1_5	Z99127.2
1	174904084	174923398	-	ENSG00000229531.6_7	Z99127.1
1	174967490	174968759	-	ENSG00000287697.1_2	Z99127.4
1	174968300	174981163	+	ENSG00000116161.18_4	CACYBP
1	174979925	174992561	-	ENSG00000120333.4_4	MRPS14
1	175013762	175014784	-	ENSG00000181101.7_5	ENTR1P2
1	175036969	175117211	+	ENSG00000120332.16_3	TNN
1	175126122	175162135	-	ENSG00000235750.10_4	KIAA0040
1	175172364	175173985	-	ENSG00000230687.1_7	AL008626.1
1	175266216	175266376	+	ENSG00000233946.2_4	RPS29P4
1	175276354	175304595	+	ENSG00000260990.1_6	Z94057.1
1	175284330	175712752	-	ENSG00000116147.17_6	TNR
1	175507911	175525954	-	ENSG00000235628.1_7	TNR-IT1
1	175846479	175849604	+	ENSG00000224718.1_5	LINC01657
1	175873898	175890193	-	ENSG00000227740.2_8	LINC02803
1	175891111	175891281	+	ENSG00000230777.1_4	RPS29P5
1	175913967	176176422	-	ENSG00000143207.21_8	COP1
1	175986413	175987896	+	ENSG00000228686.2_6	AL590723.1
1	176176784	176417055	+	ENSG00000236021.2_6	AL591043.2
1	176200336	176200966	-	ENSG00000232463.1_5	AL359265.2
1	176241619	176242538	+	ENSG00000227815.2_5	AL359265.1
1	176274808	176275231	-	ENSG00000231020.1_5	AL591043.1
1	176336835	176337537	-	ENSG00000225904.1_4	MORF4L1P7
1	176432307	176814737	+	ENSG00000116183.11_3	PAPPA2
1	176585409	176585922	-	ENSG00000237514.3_4	PTP4A1P7
1	176798264	176800977	-	ENSG00000286754.1_2	AL031290.1
1	176826438	177134109	-	ENSG00000152092.16_5	ASTN1
1	177140094	177251558	+	ENSG00000198797.7_3	BRINP2
1	177320698	177407016	+	ENSG00000224968.2_5	LINC01645
1	177361803	177889287	-	ENSG00000227579.6_8	AL136114.1
1	177669659	177681410	+	ENSG00000236720.2_5	LINC01741
1	177893091	177953438	-	ENSG00000120341.18_8	SEC16B
1	177897923	178007142	-	ENSG00000254154.8_8	CRYZL2P-SEC16B
1	177975271	178007085	-	ENSG00000242193.11_6	CRYZL2P
1	177986262	177986478	+	ENSG00000276563.1_5	AL359075.1
1	178059812	178063119	-	ENSG00000224687.2_6	RASAL2-AS1
1	178063276	178453282	+	ENSG00000075391.16_6	RASAL2
1	178163477	178163844	-	ENSG00000270575.1_6	AL160281.1
1	178380751	178381107	+	ENSG00000213058.3_5	AL365357.1
1	178448382	178468769	-	ENSG00000188585.9_9	CLEC20A
1	178480698	178482186	-	ENSG00000285910.1_3	AL513013.1
1	178482244	178517737	+	ENSG00000240021.10_8	TEX35
1	178511887	178518024	+	ENSG00000213057.5_4	C1orf220
1	178530048	178530164	+	ENSG00000201347.1_1	RNA5SP69
1	178620841	178621417	+	ENSG00000273384.1_6	AL137796.1
1	178693441	178695420	-	ENSG00000273062.1_6	AL449106.1
1	178694282	178890976	+	ENSG00000116191.17_6	RALGPS2
1	178715818	178716889	-	ENSG00000228196.1_4	PTPN2P1
1	178818670	178840212	-	ENSG00000116194.13_5	ANGPTL1
1	178994939	179045702	+	ENSG00000116199.12_4	FAM20B
1	179004444	179004787	-	ENSG00000232750.2_5	AL139132.1
1	179051205	179067158	+	ENSG00000186283.14_5	TOR3A
1	179068465	179198819	-	ENSG00000143322.21_6	ABL2
1	179106899	179107069	+	ENSG00000234041.1_6	AL512326.5
1	179152869	179153682	+	ENSG00000231905.2_4	SETP10
1	179170840	179171061	+	ENSG00000231564.1_4	EIF4A1P11
1	179190073	179191260	+	ENSG00000225711.1_6	AL512326.3
1	179224868	179225216	+	ENSG00000223794.1_4	COX5BP8
1	179240251	179240401	-	ENSG00000228191.1_6	AL512326.4
1	179262849	179327815	+	ENSG00000057252.13_3	SOAT1
1	179334855	179523870	+	ENSG00000162779.22_6	AXDND1
1	179416713	179417575	-	ENSG00000224620.2_4	MEF2AP1
1	179416737	179426450	-	ENSG00000236539.3_4	HNRNPA1P54
1	179512336	179518057	-	ENSG00000261250.1_7	AL160286.3
1	179519674	179545087	-	ENSG00000116218.13_3	NPHS2
1	179555840	179558310	+	ENSG00000227141.2_5	AL160286.1
1	179559507	179560440	+	ENSG00000261060.1_6	AL160286.2
1	179560748	179660407	+	ENSG00000162782.16_6	TDRD5
1	179699326	179711832	+	ENSG00000243062.6_7	AL359853.2
1	179712298	179785333	+	ENSG00000143340.6_2	FAM163A
1	179785319	179787326	-	ENSG00000229407.5_7	AL359853.1
1	179798744	179805259	-	ENSG00000231966.1_8	LINC02818
1	179809102	179846938	-	ENSG00000169905.12_4	TOR1AIP2
1	179850742	179851730	-	ENSG00000272906.1_6	AL353708.3
1	179851177	179894135	+	ENSG00000143337.18_5	TOR1AIP1
1	179895776	179910931	-	ENSG00000261831.2_7	AL353708.2
1	179922319	179923575	-	ENSG00000260360.1_6	AL353708.1
1	179923908	180084010	+	ENSG00000135837.16_6	CEP350
1	179937821	179938641	+	ENSG00000235145.2_4	RPSAP16
1	179969573	179969943	-	ENSG00000223450.1_5	AL590632.1
1	180086275	180093025	-	ENSG00000261817.1_7	AL390718.1
1	180124004	180173165	+	ENSG00000116260.17_3	QSOX1
1	180199399	180248119	+	ENSG00000121454.6_3	LHX4
1	180238788	180472089	-	ENSG00000230124.8_6	ACBD6
1	180403935	180405071	+	ENSG00000235060.1_4	VDAC1P4
1	180478515	180535659	+	ENSG00000236719.5_7	OVAAL
1	180601158	180859415	+	ENSG00000143324.14_4	XPR1
1	180875787	180878302	+	ENSG00000225857.5_7	LINC02816
1	180882033	180920750	+	ENSG00000135835.12_4	KIAA1614
1	180913178	180945618	-	ENSG00000243155.1_9	AL162431.1
1	180918835	180924023	-	ENSG00000232586.1_8	KIAA1614-AS1
1	180933647	180935045	+	ENSG00000251520.1_6	AL162431.2
1	180939973	180940383	+	ENSG00000270711.1_6	AL162431.3
1	180941848	180992257	-	ENSG00000135823.14_5	STX6
1	181002561	181031074	+	ENSG00000153029.14_2	MR1
1	181057836	181062036	+	ENSG00000162783.11_3	IER5
1	181143620	181151344	+	ENSG00000237292.1_5	LINC01732
1	181159607	181160285	-	ENSG00000225359.1_7	AL358393.1
1	181205524	181207740	+	ENSG00000179452.2_5	LINC01699
1	181286826	181777219	+	ENSG00000198216.12_6	CACNA1E
1	181740702	181740780	+	ENSG00000252977.1_1	RNA5SP70
1	181778062	181781630	-	ENSG00000288574.1_1	AL161734.2
1	181781840	181782396	+	ENSG00000272880.1_6	AL161734.1
1	181932024	181968120	-	ENSG00000287452.2_2	AL391477.1
1	182023705	182030847	-	ENSG00000179930.6_4	ZNF648
1	182031812	182038388	-	ENSG00000224810.1_7	AL355482.1
1	182055686	182059247	+	ENSG00000225982.1_6	AL355482.2
1	182065473	182283196	-	ENSG00000228918.4_8	LINC01344
1	182096432	182097817	-	ENSG00000232309.2_7	AL390856.1
1	182151865	182152231	-	ENSG00000232096.1_4	YPEL5P1
1	182297632	182298142	+	ENSG00000228664.1_5	AL513480.1
1	182305136	182305469	+	ENSG00000231684.3_4	EIF1P3
1	182350839	182361341	-	ENSG00000135821.18_5	GLUL
1	182367252	182369802	-	ENSG00000203730.3_3	TEDDM1
1	182376756	182383950	+	ENSG00000203729.8_5	LINC00272
1	182378327	182529734	+	ENSG00000121446.20_5	RGSL1
1	182403028	182403596	-	ENSG00000270443.1_6	AL139344.1
1	182410712	182411497	+	ENSG00000233537.1_4	TEDDM2P
1	182542769	182558391	-	ENSG00000135828.11_4	RNASEL
1	182567758	182573524	-	ENSG00000143333.7_4	RGS16
1	182584389	182585764	+	ENSG00000261504.1_5	LINC01686
1	182610951	182653711	-	ENSG00000135824.12_4	RGS8
1	182681997	182683679	+	ENSG00000227181.1_5	LINC01688
1	182702927	182703914	+	ENSG00000271269.1_5	AL353778.1
1	182758428	182799519	+	ENSG00000135838.13_2	NPL
1	182806320	182808696	-	ENSG00000287808.1_2	AL355999.1
1	182808482	182857117	+	ENSG00000135829.17_3	DHX9
1	182869000	182922660	-	ENSG00000157060.16_5	SHCBP1L
1	182911250	182911539	-	ENSG00000224040.1_4	HMGN1P4
1	182913500	182913625	-	ENSG00000285609.1_1	AL450304.2
1	182924525	182925283	-	ENSG00000226570.2_5	AL450304.1
1	182928209	182929540	-	ENSG00000176855.11_4	KRT18P28
1	182992555	183114727	+	ENSG00000135862.6_3	LAMC1
1	183107537	183110417	-	ENSG00000224468.3_7	LAMC1-AS1
1	183155373	183214262	+	ENSG00000058085.15_4	LAMC2
1	183217372	183387515	-	ENSG00000157064.11_4	NMNAT2
1	183221398	183228103	+	ENSG00000287929.1_1	AL354953.1
1	183235737	183236420	+	ENSG00000233562.1_5	AL356981.1
1	183342005	183343691	+	ENSG00000286372.1_1	AL449223.1
1	183430009	183441400	-	ENSG00000232860.8_6	SMG7-AS1
1	183441351	183567381	+	ENSG00000116698.21_5	SMG7
1	183524698	183560011	-	ENSG00000116701.14_3	NCF2
1	183582672	183588470	+	ENSG00000286966.1_1	AL137800.1
1	183589981	183604918	-	ENSG00000162704.16_5	ARPC5
1	183605220	183897665	+	ENSG00000143344.15_3	RGL1
1	183615410	183622451	-	ENSG00000173627.8_4	APOBEC4
1	183678440	183679375	-	ENSG00000270994.1_5	AL157899.1
1	183723553	183724072	-	ENSG00000227554.1_7	AL590422.1
1	183898988	184006863	-	ENSG00000198756.12_5	COLGALT2
1	184020785	184093112	+	ENSG00000198860.12_4	TSEN15
1	184049791	184118786	-	ENSG00000286655.1_2	AL158011.2
1	184298205	184301960	+	ENSG00000231791.1_7	AL445228.2
1	184354887	184355838	-	ENSG00000271387.1_7	AL445228.3
1	184356163	184598153	+	ENSG00000116667.14_5	C1orf21
1	184377471	184381494	+	ENSG00000230470.1_7	AL078645.1
1	184535645	184536969	+	ENSG00000232036.2_5	AL078645.2
1	184576733	184641300	-	ENSG00000285847.2_3	AL713852.1
1	184633416	184637669	+	ENSG00000286378.1_1	AL713852.2
1	184659371	184724041	-	ENSG00000116406.19_7	EDEM3
1	184759858	184943640	-	ENSG00000135842.17_5	NIBAN1
1	184968842	184977921	+	ENSG00000260976.2_5	LINC01633
1	184984083	184984199	-	ENSG00000201312.1_1	RNA5SP72
1	185014658	185071735	+	ENSG00000121481.11_3	RNF2
1	185040699	185041167	-	ENSG00000232792.2_4	FTH1P25
1	185087233	185126204	-	ENSG00000121486.12_5	TRMT1L
1	185126212	185260913	+	ENSG00000116668.13_8	SWT1
1	185140467	185140842	-	ENSG00000231084.2_5	RPL22P24
1	185195940	185196832	-	ENSG00000213051.3_4	RPL5P5
1	185231418	185233488	-	ENSG00000233583.1_6	AL356273.3
1	185249976	185250948	+	ENSG00000238061.2_6	AL356273.4
1	185261516	185263504	-	ENSG00000279838.1_6	AL356273.6
1	185265520	185286405	-	ENSG00000116679.16_4	IVNS1ABP
1	185286911	185287662	+	ENSG00000273004.1_7	AL078644.2
1	185290289	185304171	-	ENSG00000261024.7_6	AL078644.1
1	185404971	185405179	+	ENSG00000270920.1_5	MCRIP2P2
1	185487783	185490118	+	ENSG00000279401.1_6	AL133383.4
1	185527503	185598076	-	ENSG00000228309.7_7	LINC01350
1	185615595	185626300	+	ENSG00000261729.2_7	AL133383.3
1	185703523	186160081	+	ENSG00000143341.12_3	HMCN1
1	186145946	186146434	-	ENSG00000224691.1_7	AL133553.1
1	186193604	186197323	+	ENSG00000288078.1_1	AL133553.2
1	186265411	186283694	+	ENSG00000116690.12_8	PRG4
1	186280784	186344825	-	ENSG00000047410.14_4	TPR
1	186344970	186390510	+	ENSG00000157181.16_5	ODR4
1	186370178	186370312	+	ENSG00000262180.2_4	OCLM
1	186392613	186490279	+	ENSG00000229739.4_7	AL096803.2
1	186412698	186430246	-	ENSG00000116703.14_4	PDC
1	186490905	186491436	+	ENSG00000273198.1_6	AL096803.4
1	186547411	186548431	+	ENSG00000228238.1_5	AL096803.1
1	186549647	186550323	-	ENSG00000233196.2_6	AL096803.3
1	186593832	186595751	+	ENSG00000288562.1_1	AL049198.1
1	186640923	186649555	-	ENSG00000073756.12_4	PTGS2
1	186649754	186650578	+	ENSG00000273129.1_5	PACERR
1	186798081	186958113	+	ENSG00000116711.10_3	PLA2G4A
1	187039832	187655760	+	ENSG00000230426.4_6	ERVMER61-1
1	187475970	187476251	-	ENSG00000271558.1_6	AL391813.1
1	187532193	187533263	+	ENSG00000225462.1_4	FDPSP1
1	187601298	187601571	+	ENSG00000274702.1_5	AL357559.1
1	187675692	187678029	+	ENSG00000236401.1_4	SLC4A1APP2
1	187683374	187683866	-	ENSG00000223847.1_5	AL645474.1
1	187982773	188113899	+	ENSG00000285894.2_2	AL136372.2
1	188036429	188036656	-	ENSG00000150732.8_5	AL136372.1
1	188187531	188189807	+	ENSG00000261182.1_6	AL596211.1
1	188211270	188211809	-	ENSG00000224278.1_5	AL592447.1
1	188477669	188505596	+	ENSG00000225006.1_6	AL929288.1
1	188640484	188640890	+	ENSG00000235083.1_5	AL929288.2
1	188663451	188664242	+	ENSG00000231022.1_4	RPS3AP9
1	188674754	188701339	-	ENSG00000237283.2_8	AL691515.1
1	188838605	188857671	-	ENSG00000238054.3_7	AL691515.2
1	188874819	189006695	+	ENSG00000226486.2_5	LINC01035
1	189005092	189005575	-	ENSG00000271036.1_4	CLPTM1LP1
1	189101481	189102423	-	ENSG00000226196.1_4	GAPDHP75
1	189635279	189635386	-	ENSG00000252553.1_1	RNA5SP73
1	189744595	189784048	+	ENSG00000232212.1_5	LINC01701
1	189837131	189837658	-	ENSG00000238270.1_7	AL591504.1
1	189837511	189845290	+	ENSG00000287472.1_1	AL591504.2
1	189958700	189962227	-	ENSG00000230987.2_5	AL359976.1
1	190066788	190447534	-	ENSG00000162670.11_5	BRINP3
1	190234028	190331400	+	ENSG00000225811.1_6	AL354771.1
1	190447681	190449865	+	ENSG00000237457.6_6	LINC01351
1	190449509	190463427	+	ENSG00000241505.1_7	AL391645.1
1	190594020	190770788	+	ENSG00000231175.1_6	LINC01720
1	190750917	190751125	+	ENSG00000236025.1_5	AL139135.1
1	190766654	190767086	+	ENSG00000238108.1_5	AL139135.2
1	190847275	191120540	-	ENSG00000285638.1_3	AL138927.1
1	191115155	191116091	-	ENSG00000228020.2_4	HNRNPA1P46
1	191120640	191123764	+	ENSG00000261642.1_6	AL713866.1
1	191148651	191148869	-	ENSG00000271187.1_5	AL713866.2
1	191190289	191197597	-	ENSG00000233882.2_6	LINC01680
1	191792562	191980390	+	ENSG00000228215.3_7	LINC02770
1	191827837	191859359	-	ENSG00000223344.1_7	AL359081.1
1	192127592	192154945	+	ENSG00000150681.10_3	RGS18
1	192136916	192926843	-	ENSG00000285280.2_4	AL390957.1
1	192215838	192216617	-	ENSG00000226723.2_5	AL513175.1
1	192216635	192217077	+	ENSG00000236792.1_5	AL513175.2
1	192286122	192336415	+	ENSG00000253148.1_3	RGS21
1	192486320	192507232	+	ENSG00000236069.2_6	AL136987.1
1	192544893	192549154	+	ENSG00000090104.12_3	RGS1
1	192605268	192629436	+	ENSG00000127074.14_2	RGS13
1	192685262	192685783	+	ENSG00000231767.4_5	AL136454.1
1	192765663	192766335	+	ENSG00000228687.1_5	AL035407.2
1	192769701	192770271	+	ENSG00000226814.2_5	AL035407.1
1	192778169	192781405	+	ENSG00000116741.8_3	RGS2
1	192962579	192963807	-	ENSG00000234473.1_4	ZNF101P2
1	192981380	193029210	-	ENSG00000116750.13_8	UCHL5
1	193028552	193060907	+	ENSG00000116747.12_5	RO60
1	193059996	193075244	-	ENSG00000023572.9_4	GLRX2
1	193091088	193223945	+	ENSG00000134371.13_7	CDC73
1	193147860	193155743	-	ENSG00000162630.6_4	B3GALT2
1	193273875	193335083	+	ENSG00000232077.2_5	LINC01031
1	193426552	193434328	+	ENSG00000286285.1_1	AL138778.1
1	193442354	194167838	+	ENSG00000227240.2_8	AL136456.1
1	193648024	193696165	+	ENSG00000226640.2_6	AL357793.1
1	193653376	193657559	-	ENSG00000237011.1_7	AL357793.2
1	193725945	193726397	-	ENSG00000237213.2_4	RPL23AP22
1	194158097	194159472	+	ENSG00000233057.1_4	EEF1A1P14
1	194320073	194321556	+	ENSG00000231714.1_6	AL513348.1
1	194687925	194688366	+	ENSG00000228167.1_5	AL353072.1
1	194754647	194900440	-	ENSG00000285718.2_3	AL353072.2
1	195716154	195732631	-	ENSG00000287364.1_2	AL353709.1
1	196014013	196034365	-	ENSG00000227421.2_6	LINC01724
1	196194909	196578355	-	ENSG00000162687.18_5	KCNT2
1	196621173	196716634	+	ENSG00000000971.16_3	CFH
1	196743925	196764536	+	ENSG00000116785.13_2	CFHR3
1	196788887	196801319	+	ENSG00000244414.6_4	CFHR1
1	196819413	196853923	+	ENSG00000285986.1_1	BX248415.1
1	196857144	196887843	+	ENSG00000134365.13_6	CFHR4
1	196912868	196928752	+	ENSG00000080910.13_6	CFHR2
1	196939625	196939801	+	ENSG00000273844.1_5	AL139418.1
1	196946686	196978808	+	ENSG00000134389.10_3	CFHR5
1	197007871	197036397	-	ENSG00000143278.4_6	F13B
1	197053257	197115824	-	ENSG00000066279.18_5	ASPM
1	197107878	197108437	-	ENSG00000235748.1_3	SEPTIN14P12
1	197122810	197169672	-	ENSG00000177888.7_3	ZBTB41
1	197191352	197192385	+	ENSG00000237861.1_5	AL513325.1
1	197237334	197447585	+	ENSG00000134376.16_5	CRB1
1	197332947	197333208	+	ENSG00000221879.3_4	MRPS21P3
1	197407106	197416599	-	ENSG00000230260.1_7	AL136322.1
1	197473878	197744826	-	ENSG00000213047.13_5	DENND1B
1	197657890	197659757	+	ENSG00000213046.4_4	EEF1A1P32
1	197704766	197705237	+	ENSG00000235582.2_6	AL365258.3
1	197715881	197716581	-	ENSG00000233040.2_4	FAM204BP
1	197726449	197731095	+	ENSG00000224901.1_7	AL365258.2
1	197871760	197876497	+	ENSG00000203724.11_3	C1orf53
